line_code	Envs	Value	Traits
Line302	A	5.08	ED
Line302	B	4.84	ED
Line302	C	4.74	ED
Line302	D	5.02	ED
Line303	A	5.58	ED
Line303	B	5.2	ED
Line303	C	5.2	ED
Line303	D	5.14	ED
Line304	A	4.96	ED
Line304	B	4.64	ED
Line304	C	4.8	ED
Line304	D	5	ED
Line306	A	5.4	ED
Line306	B	4.82	ED
Line306	C	4.96	ED
Line306	D	5.22	ED
Line312	A	5.1	ED
Line312	B	4.42	ED
Line312	C	4.86	ED
Line312	D	4.98	ED
Line314	A	NA	ED
Line314	B	NA	ED
Line314	C	NA	ED
Line314	D	NA	ED
Line316	A	5.4	ED
Line316	B	4.83	ED
Line316	C	5	ED
Line316	D	4.84	ED
Line317	A	5.5	ED
Line317	B	4.88	ED
Line317	C	5.1	ED
Line317	D	5.5	ED
Line321	A	5.36	ED
Line321	B	4.82	ED
Line321	C	5.14	ED
Line321	D	5.12	ED
Line324	A	5.1	ED
Line324	B	4.6	ED
Line324	C	4.8	ED
Line324	D	4.82	ED
Line325	A	5.28	ED
Line325	B	4.76	ED
Line325	C	4.7	ED
Line325	D	4.8	ED
Line327	A	5.4	ED
Line327	B	4.85	ED
Line327	C	4.8	ED
Line327	D	4.84	ED
Line330	A	5.4	ED
Line330	B	5.06	ED
Line330	C	4.96	ED
Line330	D	5.08	ED
Line337	A	5.4	ED
Line337	B	5.28	ED
Line337	C	5.2	ED
Line337	D	5.58	ED
Line338	A	5.3	ED
Line338	B	5	ED
Line338	C	5.2	ED
Line338	D	5.2	ED
Line339	A	5.36	ED
Line339	B	4.92	ED
Line339	C	5.2	ED
Line339	D	5.26	ED
Line341	A	5.3	ED
Line341	B	4.5	ED
Line341	C	4.9	ED
Line341	D	4.86	ED
Line342	A	5.04	ED
Line342	B	4.64	ED
Line342	C	5	ED
Line342	D	4.9	ED
Line343	A	4.9	ED
Line343	B	4.46	ED
Line343	C	4.7	ED
Line343	D	4.6	ED
Line348	A	5.6	ED
Line348	B	5.1	ED
Line348	C	5.14	ED
Line348	D	5.37	ED
Line349	A	5.58	ED
Line349	B	4.8	ED
Line349	C	5	ED
Line349	D	5.3	ED
Line350	A	5.4	ED
Line350	B	5.16	ED
Line350	C	5.16	ED
Line350	D	4.94	ED
Line352	A	5.26	ED
Line352	B	4.6	ED
Line352	C	5	ED
Line352	D	4.98	ED
Line358	A	5.24	ED
Line358	B	4.66	ED
Line358	C	4.9	ED
Line358	D	5.2	ED
Line361	A	4.5	ED
Line361	B	4.76	ED
Line361	C	4.64	ED
Line361	D	4.4	ED
Line366	A	5.4	ED
Line366	B	5	ED
Line366	C	5	ED
Line366	D	5.13	ED
Line368	A	5.08	ED
Line368	B	4.7	ED
Line368	C	4.8	ED
Line368	D	5.22	ED
Line369	A	5.5	ED
Line369	B	5.02	ED
Line369	C	5	ED
Line369	D	5	ED
Line380	A	5.92	ED
Line380	B	5	ED
Line380	C	5.34	ED
Line380	D	5.3	ED
Line382	A	5.2	ED
Line382	B	4.2	ED
Line382	C	5	ED
Line382	D	4.36	ED
Line384	A	4.82	ED
Line384	B	4.62	ED
Line384	C	4.8	ED
Line384	D	4.92	ED
Line385	A	5.4	ED
Line385	B	5.06	ED
Line385	C	5	ED
Line385	D	5.18	ED
Line386	A	5.4	ED
Line386	B	5.04	ED
Line386	C	5.2	ED
Line386	D	5.56	ED
Line389	A	5.7	ED
Line389	B	4.8	ED
Line389	C	5.2	ED
Line389	D	5	ED
Line393	A	5.3	ED
Line393	B	4.8	ED
Line393	C	5	ED
Line393	D	5.12	ED
Line408	A	5.1	ED
Line408	B	4.6	ED
Line408	C	4.8	ED
Line408	D	4.6	ED
Line414	A	5.4	ED
Line414	B	5.34	ED
Line414	C	5.5	ED
Line414	D	5.26	ED
Line416	A	5.04	ED
Line416	B	4.95	ED
Line416	C	5.16	ED
Line416	D	5.32	ED
Line417	A	4.64	ED
Line417	B	4	ED
Line417	C	4.6	ED
Line417	D	4.6	ED
Line425	A	5.24	ED
Line425	B	4.56	ED
Line425	C	5.16	ED
Line425	D	5.14	ED
Line426	A	5.26	ED
Line426	B	4.78	ED
Line426	C	4.94	ED
Line426	D	4.96	ED
Line429	A	5.12	ED
Line429	B	4.8	ED
Line429	C	4.8	ED
Line429	D	5.05	ED
Line431	A	5.4	ED
Line431	B	4.36	ED
Line431	C	4.88	ED
Line431	D	4.7	ED
Line436	A	5.22	ED
Line436	B	5.1	ED
Line436	C	5.2	ED
Line436	D	5.2	ED
Line441	A	4.7	ED
Line441	B	4.34	ED
Line441	C	4.5	ED
Line441	D	4.55	ED
Line444	A	5.4	ED
Line444	B	4.74	ED
Line444	C	5	ED
Line444	D	5.12	ED
Line446	A	5.3	ED
Line446	B	4.58	ED
Line446	C	5.2	ED
Line446	D	5.33	ED
Line447	A	5.14	ED
Line447	B	4.65	ED
Line447	C	5	ED
Line447	D	3.75	ED
Line453	A	4.9	ED
Line453	B	4.68	ED
Line453	C	4.46	ED
Line453	D	4.86	ED
Line461	A	4.86	ED
Line461	B	4.62	ED
Line461	C	4.8	ED
Line461	D	4.78	ED
Line463	A	5.16	ED
Line463	B	4.66	ED
Line463	C	4.76	ED
Line463	D	4.96	ED
Line464	A	5.2	ED
Line464	B	4.88	ED
Line464	C	4.9	ED
Line464	D	6.13	ED
Line466	A	5.2	ED
Line466	B	4.8	ED
Line466	C	5.04	ED
Line466	D	4.6	ED
Line467	A	5.9	ED
Line467	B	5.2	ED
Line467	C	5.4	ED
Line467	D	5.46	ED
Line468	A	5.5	ED
Line468	B	5	ED
Line468	C	5.24	ED
Line468	D	5.2	ED
Line472	A	4.8	ED
Line472	B	4.6	ED
Line472	C	4.9	ED
Line472	D	5.4	ED
Line473	A	4.9	ED
Line473	B	4.84	ED
Line473	C	4.96	ED
Line473	D	5.13	ED
Line475	A	5.6	ED
Line475	B	5.14	ED
Line475	C	5.4	ED
Line475	D	5.3	ED
Line477	A	5.5	ED
Line477	B	4.96	ED
Line477	C	5.36	ED
Line477	D	5.3	ED
Line478	A	5.4	ED
Line478	B	4.8	ED
Line478	C	5	ED
Line478	D	5.28	ED
Line479	A	5.4	ED
Line479	B	4.84	ED
Line479	C	5.04	ED
Line479	D	4.9	ED
Line480	A	5	ED
Line480	B	5.04	ED
Line480	C	5	ED
Line480	D	5.04	ED
Line482	A	5	ED
Line482	B	4.62	ED
Line482	C	5	ED
Line482	D	5.1	ED
Line483	A	5.3	ED
Line483	B	4.68	ED
Line483	C	5.1	ED
Line483	D	4.85	ED
Line484	A	5	ED
Line484	B	4.6	ED
Line484	C	4.6	ED
Line484	D	4.7	ED
Line487	A	5.4	ED
Line487	B	4.74	ED
Line487	C	5.1	ED
Line487	D	4.73	ED
Line492	A	5.22	ED
Line492	B	4.48	ED
Line492	C	4.94	ED
Line492	D	4.98	ED
Line497	A	3.9	ED
Line497	B	4.9	ED
Line497	C	5.25	ED
Line497	D	5.5	ED
Line505	A	5	ED
Line505	B	5	ED
Line505	C	5	ED
Line505	D	5.28	ED
Line509	A	4.66	ED
Line509	B	4.96	ED
Line509	C	4.6	ED
Line509	D	5.1	ED
Line514	A	5.38	ED
Line514	B	5.18	ED
Line514	C	5.3	ED
Line514	D	5.66	ED
Line515	A	5.7	ED
Line515	B	5.02	ED
Line515	C	5.4	ED
Line515	D	5.7	ED
Line517	A	5.2	ED
Line517	B	5.2	ED
Line517	C	5	ED
Line517	D	5.32	ED
Line521	A	5.3	ED
Line521	B	4.74	ED
Line521	C	4.6	ED
Line521	D	4.64	ED
Line522	A	5.26	ED
Line522	B	4.72	ED
Line522	C	4.9	ED
Line522	D	4.94	ED
Line526	A	5.6	ED
Line526	B	4.84	ED
Line526	C	5.16	ED
Line526	D	4.82	ED
Line529	A	4.4	ED
Line529	B	4.45	ED
Line529	C	4.38	ED
Line529	D	4.42	ED
Line530	A	5.26	ED
Line530	B	4.5	ED
Line530	C	4.8	ED
Line530	D	4.8	ED
Line537	A	4.76	ED
Line537	B	4.43	ED
Line537	C	4.92	ED
Line537	D	5.08	ED
Line538	A	5.34	ED
Line538	B	4.84	ED
Line538	C	5	ED
Line538	D	5.03	ED
Line539	A	5.22	ED
Line539	B	4.73	ED
Line539	C	4.5	ED
Line539	D	4.95	ED
Line540	A	4.9	ED
Line540	B	5.1	ED
Line540	C	5	ED
Line540	D	5.12	ED
Line544	A	5.3	ED
Line544	B	4.8	ED
Line544	C	5.14	ED
Line544	D	5.18	ED
Line545	A	5.76	ED
Line545	B	5.1	ED
Line545	C	5.2	ED
Line545	D	4.87	ED
Line546	A	5.26	ED
Line546	B	4.6	ED
Line546	C	4.8	ED
Line546	D	5.1	ED
Line550	A	4.8	ED
Line550	B	4.25	ED
Line550	C	4.26	ED
Line550	D	4.73	ED
Line554	A	5.42	ED
Line554	B	4.7	ED
Line554	C	5.14	ED
Line554	D	5.22	ED
Line555	A	4.98	ED
Line555	B	4.3	ED
Line555	C	4.4	ED
Line555	D	4.5	ED
Line556	A	4.8	ED
Line556	B	4.36	ED
Line556	C	4.4	ED
Line556	D	4.53	ED
Line558	A	NA	ED
Line558	B	NA	ED
Line558	C	NA	ED
Line558	D	NA	ED
Line559	A	5.16	ED
Line559	B	4.66	ED
Line559	C	5.04	ED
Line559	D	4.93	ED
Line563	A	5.6	ED
Line563	B	5.4	ED
Line563	C	5.24	ED
Line563	D	5.28	ED
Line565	A	5.5	ED
Line565	B	5.1	ED
Line565	C	5.2	ED
Line565	D	5.25	ED
Line566	A	5.1	ED
Line566	B	5	ED
Line566	C	5.2	ED
Line566	D	5.18	ED
Line569	A	4.9	ED
Line569	B	4.4	ED
Line569	C	4.64	ED
Line569	D	4.7	ED
Line4	A	134.4	EH
Line4	B	116	EH
Line4	C	101.4	EH
Line4	D	109.98	EH
Line18	A	NA	EH
Line18	B	141.6	EH
Line18	C	90.5	EH
Line18	D	98.84	EH
Line19	A	117.5	EH
Line19	B	137.4	EH
Line19	C	108.2	EH
Line19	D	106.2	EH
Line25	A	117.4	EH
Line25	B	138	EH
Line25	C	90	EH
Line25	D	96.2	EH
Line28	A	117	EH
Line28	B	131.4	EH
Line28	C	97.2	EH
Line28	D	94	EH
Line33	A	157.2	EH
Line33	B	175.8	EH
Line33	C	131.6	EH
Line33	D	132	EH
Line34	A	141.4	EH
Line34	B	151.75	EH
Line34	C	103	EH
Line34	D	111.1	EH
Line38	A	133.6	EH
Line38	B	165.8	EH
Line38	C	107.6	EH
Line38	D	127.8	EH
Line42	A	NA	EH
Line42	B	177.2	EH
Line42	C	112.8	EH
Line42	D	135.8	EH
Line43	A	112.2	EH
Line43	B	120.25	EH
Line43	C	95.8	EH
Line43	D	101.5	EH
Line45	A	NA	EH
Line45	B	118.25	EH
Line45	C	93.2	EH
Line45	D	102	EH
Line53	A	139.33	EH
Line53	B	146.4	EH
Line53	C	120.2	EH
Line53	D	125	EH
Line54	A	NA	EH
Line54	B	127.8	EH
Line54	C	98	EH
Line54	D	104.2	EH
Line56	A	106	EH
Line56	B	111.2	EH
Line56	C	80.4	EH
Line56	D	92	EH
Line57	A	123.6	EH
Line57	B	121.6	EH
Line57	C	93.6	EH
Line57	D	99.4	EH
Line60	A	120	EH
Line60	B	135.6	EH
Line60	C	82.8	EH
Line60	D	116.8	EH
Line61	A	NA	EH
Line61	B	149.6	EH
Line61	C	88.4	EH
Line61	D	105.8	EH
Line63	A	113	EH
Line63	B	136.2	EH
Line63	C	81.8	EH
Line63	D	108	EH
Line67	A	NA	EH
Line67	B	176	EH
Line67	C	173	EH
Line67	D	167.8	EH
Line68	A	149.8	EH
Line68	B	150.6	EH
Line68	C	110.8	EH
Line68	D	113.24	EH
Line76	A	127	EH
Line76	B	110.4	EH
Line76	C	88.2	EH
Line76	D	109.1	EH
Line77	A	133.75	EH
Line77	B	112.8	EH
Line77	C	85.8	EH
Line77	D	103.4	EH
Line79	A	NA	EH
Line79	B	NA	EH
Line79	C	NA	EH
Line79	D	NA	EH
Line80	A	124.6	EH
Line80	B	139.75	EH
Line80	C	105.8	EH
Line80	D	105	EH
Line81	A	150	EH
Line81	B	164.4	EH
Line81	C	100	EH
Line81	D	129.25	EH
Line82	A	146.2	EH
Line82	B	154.8	EH
Line82	C	126.2	EH
Line82	D	126	EH
Line83	A	141	EH
Line83	B	174.8	EH
Line83	C	113.8	EH
Line83	D	138.2	EH
Line84	A	130.4	EH
Line84	B	146	EH
Line84	C	100.6	EH
Line84	D	109	EH
Line85	A	148.4	EH
Line85	B	164.2	EH
Line85	C	106.2	EH
Line85	D	111.6	EH
Line88	A	94	EH
Line88	B	107.4	EH
Line88	C	94.2	EH
Line88	D	104.2	EH
Line89	A	NA	EH
Line89	B	101.6	EH
Line89	C	76.2	EH
Line89	D	91.6	EH
Line102	A	116.33	EH
Line102	B	140.6	EH
Line102	C	102.25	EH
Line102	D	112.42	EH
Line103	A	135.25	EH
Line103	B	144.4	EH
Line103	C	102.8	EH
Line103	D	115.6	EH
Line106	A	NA	EH
Line106	B	133.6	EH
Line106	C	98.6	EH
Line106	D	118.75	EH
Line108	A	132.4	EH
Line108	B	134.25	EH
Line108	C	98.2	EH
Line108	D	109.6	EH
Line109	A	124.33	EH
Line109	B	154	EH
Line109	C	119.6	EH
Line109	D	131.8	EH
Line110	A	117.2	EH
Line110	B	136.4	EH
Line110	C	102.8	EH
Line110	D	125	EH
Line111	A	98.5	EH
Line111	B	97.6	EH
Line111	C	96.8	EH
Line111	D	79	EH
Line112	A	149.8	EH
Line112	B	143	EH
Line112	C	98	EH
Line112	D	127.4	EH
Line113	A	111	EH
Line113	B	136	EH
Line113	C	121.8	EH
Line113	D	105.4	EH
Line114	A	118.4	EH
Line114	B	139.4	EH
Line114	C	103	EH
Line114	D	105.2	EH
Line118	A	105	EH
Line118	B	109.4	EH
Line118	C	81.5	EH
Line118	D	84	EH
Line122	A	158	EH
Line122	B	173	EH
Line122	C	117.8	EH
Line122	D	133.17	EH
Line123	A	140	EH
Line123	B	147.4	EH
Line123	C	122	EH
Line123	D	109.6	EH
Line124	A	157.8	EH
Line124	B	174.2	EH
Line124	C	120.5	EH
Line124	D	139.13	EH
Line129	A	111	EH
Line129	B	120.4	EH
Line129	C	93.4	EH
Line129	D	108.2	EH
Line131	A	121.5	EH
Line131	B	127.8	EH
Line131	C	90	EH
Line131	D	101	EH
Line134	A	124.4	EH
Line134	B	155.2	EH
Line134	C	99.6	EH
Line134	D	125.4	EH
Line135	A	NA	EH
Line135	B	147.8	EH
Line135	C	111.8	EH
Line135	D	79.4	EH
Line137	A	NA	EH
Line137	B	163.2	EH
Line137	C	118.6	EH
Line137	D	104.8	EH
Line138	A	NA	EH
Line138	B	124.6	EH
Line138	C	90	EH
Line138	D	124	EH
Line142	A	NA	EH
Line142	B	135.2	EH
Line142	C	97.8	EH
Line142	D	125.8	EH
Line144	A	123.75	EH
Line144	B	132.25	EH
Line144	C	97.4	EH
Line144	D	106	EH
Line147	A	118.4	EH
Line147	B	149.6	EH
Line147	C	89.6	EH
Line147	D	113.2	EH
Line151	A	132.4	EH
Line151	B	132	EH
Line151	C	93	EH
Line151	D	110	EH
Line152	A	160.2	EH
Line152	B	143	EH
Line152	C	117.75	EH
Line152	D	130.33	EH
Line156	A	127	EH
Line156	B	174	EH
Line156	C	105	EH
Line156	D	124.18	EH
Line166	A	124.6	EH
Line166	B	141.2	EH
Line166	C	93	EH
Line166	D	118	EH
Line167	A	NA	EH
Line167	B	136.2	EH
Line167	C	80.6	EH
Line167	D	105.4	EH
Line170	A	126.33	EH
Line170	B	133.2	EH
Line170	C	109	EH
Line170	D	108.25	EH
Line171	A	133.4	EH
Line171	B	135.6	EH
Line171	C	110.6	EH
Line171	D	131.25	EH
Line176	A	94.6	EH
Line176	B	114	EH
Line176	C	92.2	EH
Line176	D	88.8	EH
Line179	A	133.33	EH
Line179	B	97.6	EH
Line179	C	71.2	EH
Line179	D	98	EH
Line186	A	NA	EH
Line186	B	134.8	EH
Line186	C	110.2	EH
Line186	D	115.8	EH
Line191	A	131.8	EH
Line191	B	153.6	EH
Line191	C	114.8	EH
Line191	D	122.5	EH
Line194	A	NA	EH
Line194	B	139.6	EH
Line194	C	95.8	EH
Line194	D	113.94	EH
Line195	A	133.8	EH
Line195	B	147.8	EH
Line195	C	108.2	EH
Line195	D	119.8	EH
Line203	A	125	EH
Line203	B	117	EH
Line203	C	94	EH
Line203	D	90.8	EH
Line204	A	113.6	EH
Line204	B	127.6	EH
Line204	C	83.8	EH
Line204	D	104.4	EH
Line205	A	156.67	EH
Line205	B	159	EH
Line205	C	104.8	EH
Line205	D	126.2	EH
Line206	A	132.8	EH
Line206	B	148.8	EH
Line206	C	115.25	EH
Line206	D	108.6	EH
Line208	A	171.8	EH
Line208	B	172.8	EH
Line208	C	109.8	EH
Line208	D	121.5	EH
Line209	A	153	EH
Line209	B	175.6	EH
Line209	C	118.8	EH
Line209	D	126.8	EH
Line211	A	135.4	EH
Line211	B	134.6	EH
Line211	C	107.6	EH
Line211	D	111.8	EH
Line212	A	136.5	EH
Line212	B	171	EH
Line212	C	115	EH
Line212	D	131	EH
Line222	A	123.2	EH
Line222	B	138.4	EH
Line222	C	85.2	EH
Line222	D	107	EH
Line223	A	NA	EH
Line223	B	148	EH
Line223	C	111	EH
Line223	D	78	EH
Line231	A	119.2	EH
Line231	B	135.8	EH
Line231	C	105.33	EH
Line231	D	112.2	EH
Line232	A	124.5	EH
Line232	B	133.4	EH
Line232	C	78.5	EH
Line232	D	97.8	EH
Line233	A	NA	EH
Line233	B	163.2	EH
Line233	C	89.4	EH
Line233	D	118.2	EH
Line238	A	162	EH
Line238	B	172.6	EH
Line238	C	139.6	EH
Line238	D	133.4	EH
Line241	A	NA	EH
Line241	B	186	EH
Line241	C	154.6	EH
Line241	D	156.6	EH
Line245	A	NA	EH
Line245	B	181.8	EH
Line245	C	136.2	EH
Line245	D	147	EH
Line250	A	146	EH
Line250	B	159.4	EH
Line250	C	115.2	EH
Line250	D	131.3	EH
Line254	A	130.6	EH
Line254	B	158.8	EH
Line254	C	103.8	EH
Line254	D	119.2	EH
Line256	A	147	EH
Line256	B	145.4	EH
Line256	C	112.4	EH
Line256	D	120.75	EH
Line257	A	99	EH
Line257	B	108.8	EH
Line257	C	81	EH
Line257	D	84	EH
Line259	A	128	EH
Line259	B	131.6	EH
Line259	C	87.8	EH
Line259	D	95.6	EH
Line265	A	85.2	EH
Line265	B	84.6	EH
Line265	C	62.8	EH
Line265	D	73.4	EH
Line267	A	110	EH
Line267	B	108.67	EH
Line267	C	77.2	EH
Line267	D	87	EH
Line268	A	117.2	EH
Line268	B	117.8	EH
Line268	C	102.8	EH
Line268	D	105.34	EH
Line271	A	140.75	EH
Line271	B	145	EH
Line271	C	103.5	EH
Line271	D	58	EH
Line272	A	115.75	EH
Line272	B	131.8	EH
Line272	C	93.4	EH
Line272	D	111.4	EH
Line273	A	136	EH
Line273	B	130.8	EH
Line273	C	135	EH
Line273	D	91	EH
Line275	A	117	EH
Line275	B	148.8	EH
Line275	C	86.6	EH
Line275	D	91	EH
Line277	A	126	EH
Line277	B	138	EH
Line277	C	87.8	EH
Line277	D	109.6	EH
Line278	A	122.6	EH
Line278	B	133	EH
Line278	C	89.6	EH
Line278	D	108.8	EH
Line280	A	NA	EH
Line280	B	134.2	EH
Line280	C	86	EH
Line280	D	111.7	EH
Line281	A	128	EH
Line281	B	144.6	EH
Line281	C	113.2	EH
Line281	D	130.4	EH
Line284	A	124.6	EH
Line284	B	132.2	EH
Line284	C	96.8	EH
Line284	D	117	EH
Line287	A	123.4	EH
Line287	B	107.8	EH
Line287	C	92	EH
Line287	D	93.4	EH
Line291	A	125	EH
Line291	B	116.25	EH
Line291	C	101.2	EH
Line291	D	99.2	EH
Line294	A	114	EH
Line294	B	118.8	EH
Line294	C	90.8	EH
Line294	D	85.8	EH
Line298	A	NA	EH
Line298	B	164.8	EH
Line298	C	105.6	EH
Line298	D	106.9	EH
Line300	A	134.8	EH
Line300	B	153.2	EH
Line300	C	97.67	EH
Line300	D	110	EH
Line302	A	143	EH
Line302	B	149.4	EH
Line302	C	97	EH
Line302	D	122.8	EH
Line303	A	134.6	EH
Line303	B	128	EH
Line303	C	105.4	EH
Line303	D	103.8	EH
Line304	A	138	EH
Line304	B	162.2	EH
Line304	C	99.4	EH
Line304	D	114.8	EH
Line306	A	134	EH
Line306	B	146	EH
Line306	C	98.4	EH
Line306	D	116	EH
Line312	A	129.6	EH
Line312	B	115.8	EH
Line312	C	98.6	EH
Line312	D	117.4	EH
Line314	A	NA	EH
Line314	B	NA	EH
Line314	C	NA	EH
Line314	D	NA	EH
Line316	A	NA	EH
Line316	B	153.5	EH
Line316	C	107.2	EH
Line316	D	129.2	EH
Line317	A	137	EH
Line317	B	136	EH
Line317	C	100.75	EH
Line317	D	112.5	EH
Line321	A	132.4	EH
Line321	B	153	EH
Line321	C	110.5	EH
Line321	D	124.8	EH
Line324	A	131.4	EH
Line324	B	134.4	EH
Line324	C	88.4	EH
Line324	D	117.6	EH
Line325	A	111.2	EH
Line325	B	158.8	EH
Line325	C	93	EH
Line325	D	115.33	EH
Line327	A	114.4	EH
Line327	B	134.6	EH
Line327	C	85.4	EH
Line327	D	97.8	EH
Line330	A	178	EH
Line330	B	162.4	EH
Line330	C	122.8	EH
Line330	D	136.8	EH
Line337	A	144.8	EH
Line337	B	157.8	EH
Line337	C	106.4	EH
Line337	D	116.4	EH
Line338	A	124	EH
Line338	B	162	EH
Line338	C	106.8	EH
Line338	D	120.8	EH
Line339	A	NA	EH
Line339	B	146	EH
Line339	C	112	EH
Line339	D	118.2	EH
Line341	A	133.6	EH
Line341	B	132.4	EH
Line341	C	98.2	EH
Line341	D	104.5	EH
Line342	A	NA	EH
Line342	B	158.4	EH
Line342	C	104.4	EH
Line342	D	117.1	EH
Line343	A	154	EH
Line343	B	165.75	EH
Line343	C	102.4	EH
Line343	D	110	EH
Line348	A	128.5	EH
Line348	B	113.2	EH
Line348	C	85.6	EH
Line348	D	107.4	EH
Line349	A	137.6	EH
Line349	B	120	EH
Line349	C	98.6	EH
Line349	D	107	EH
Line350	A	91.4	EH
Line350	B	106.8	EH
Line350	C	74.67	EH
Line350	D	92	EH
Line352	A	115	EH
Line352	B	127.6	EH
Line352	C	81.6	EH
Line352	D	90	EH
Line358	A	145	EH
Line358	B	144.4	EH
Line358	C	106.6	EH
Line358	D	107.7	EH
Line361	A	NA	EH
Line361	B	176	EH
Line361	C	132.8	EH
Line361	D	97.1	EH
Line366	A	117.8	EH
Line366	B	141	EH
Line366	C	105.8	EH
Line366	D	115.84	EH
Line368	A	NA	EH
Line368	B	132.6	EH
Line368	C	84.8	EH
Line368	D	105	EH
Line369	A	139.67	EH
Line369	B	137.8	EH
Line369	C	104.8	EH
Line369	D	126.33	EH
Line380	A	123.8	EH
Line380	B	126.4	EH
Line380	C	90	EH
Line380	D	94.4	EH
Line382	A	102	EH
Line382	B	106.8	EH
Line382	C	89.2	EH
Line382	D	84.2	EH
Line384	A	144.8	EH
Line384	B	154.8	EH
Line384	C	102.5	EH
Line384	D	116.67	EH
Line385	A	169.2	EH
Line385	B	165.4	EH
Line385	C	112.75	EH
Line385	D	138	EH
Line386	A	140.4	EH
Line386	B	176.6	EH
Line386	C	103.5	EH
Line386	D	112.5	EH
Line389	A	145	EH
Line389	B	171.2	EH
Line389	C	123.2	EH
Line389	D	108.8	EH
Line393	A	NA	EH
Line393	B	112.4	EH
Line393	C	92.6	EH
Line393	D	99.8	EH
Line408	A	106.25	EH
Line408	B	104	EH
Line408	C	76.2	EH
Line408	D	91	EH
Line414	A	139.2	EH
Line414	B	162.6	EH
Line414	C	126.6	EH
Line414	D	123.75	EH
Line416	A	163.6	EH
Line416	B	174.8	EH
Line416	C	122.6	EH
Line416	D	132	EH
Line417	A	NA	EH
Line417	B	188.67	EH
Line417	C	138.6	EH
Line417	D	154.4	EH
Line425	A	129.4	EH
Line425	B	122.2	EH
Line425	C	95	EH
Line425	D	120.8	EH
Line426	A	136.2	EH
Line426	B	151	EH
Line426	C	105	EH
Line426	D	100	EH
Line429	A	133.75	EH
Line429	B	144.75	EH
Line429	C	96	EH
Line429	D	108	EH
Line431	A	123.67	EH
Line431	B	129.4	EH
Line431	C	85.6	EH
Line431	D	104	EH
Line436	A	107.2	EH
Line436	B	122.8	EH
Line436	C	85.8	EH
Line436	D	111	EH
Line441	A	124	EH
Line441	B	103.2	EH
Line441	C	87.4	EH
Line441	D	99.6	EH
Line444	A	150.25	EH
Line444	B	135.8	EH
Line444	C	109	EH
Line444	D	113.98	EH
Line446	A	145.5	EH
Line446	B	124.2	EH
Line446	C	93.8	EH
Line446	D	103.6	EH
Line447	A	NA	EH
Line447	B	167.2	EH
Line447	C	128.2	EH
Line447	D	93.4	EH
Line453	A	155.8	EH
Line453	B	158.6	EH
Line453	C	105.2	EH
Line453	D	125	EH
Line461	A	122.67	EH
Line461	B	143.2	EH
Line461	C	96	EH
Line461	D	115.6	EH
Line463	A	121.6	EH
Line463	B	115.2	EH
Line463	C	93.4	EH
Line463	D	86.4	EH
Line464	A	131	EH
Line464	B	135	EH
Line464	C	82.5	EH
Line464	D	115	EH
Line466	A	109.4	EH
Line466	B	129.4	EH
Line466	C	89.8	EH
Line466	D	91.2	EH
Line467	A	129.6	EH
Line467	B	116.6	EH
Line467	C	101.6	EH
Line467	D	86	EH
Line468	A	112.6	EH
Line468	B	119.2	EH
Line468	C	89.6	EH
Line468	D	95.6	EH
Line472	A	149.67	EH
Line472	B	179.5	EH
Line472	C	124.6	EH
Line472	D	129.17	EH
Line473	A	NA	EH
Line473	B	167.25	EH
Line473	C	130	EH
Line473	D	139.75	EH
Line475	A	128.67	EH
Line475	B	145.6	EH
Line475	C	108.2	EH
Line475	D	104.2	EH
Line477	A	140	EH
Line477	B	140	EH
Line477	C	96.4	EH
Line477	D	100.6	EH
Line478	A	143.2	EH
Line478	B	165.2	EH
Line478	C	102	EH
Line478	D	123.2	EH
Line479	A	140.2	EH
Line479	B	155.6	EH
Line479	C	120.4	EH
Line479	D	104	EH
Line480	A	129.25	EH
Line480	B	194.8	EH
Line480	C	109.2	EH
Line480	D	142.2	EH
Line482	A	141.6	EH
Line482	B	142.8	EH
Line482	C	107.4	EH
Line482	D	121.88	EH
Line483	A	NA	EH
Line483	B	98.6	EH
Line483	C	86.2	EH
Line483	D	91	EH
Line484	A	140.25	EH
Line484	B	124.4	EH
Line484	C	83.4	EH
Line484	D	112.2	EH
Line487	A	NA	EH
Line487	B	145.2	EH
Line487	C	125.8	EH
Line487	D	95	EH
Line492	A	NA	EH
Line492	B	137.8	EH
Line492	C	109.6	EH
Line492	D	123	EH
Line497	A	137	EH
Line497	B	131.2	EH
Line497	C	99.8	EH
Line497	D	96	EH
Line505	A	NA	EH
Line505	B	174.8	EH
Line505	C	142.8	EH
Line505	D	158.75	EH
Line509	A	NA	EH
Line509	B	162.4	EH
Line509	C	150	EH
Line509	D	161.2	EH
Line514	A	NA	EH
Line514	B	161.6	EH
Line514	C	109.8	EH
Line514	D	127.8	EH
Line515	A	NA	EH
Line515	B	145.8	EH
Line515	C	113.6	EH
Line515	D	122.4	EH
Line517	A	138.5	EH
Line517	B	134.8	EH
Line517	C	97.6	EH
Line517	D	123.4	EH
Line521	A	123	EH
Line521	B	109	EH
Line521	C	88.4	EH
Line521	D	110.6	EH
Line522	A	108.8	EH
Line522	B	110.6	EH
Line522	C	92.2	EH
Line522	D	83.4	EH
Line526	A	96	EH
Line526	B	129	EH
Line526	C	101.4	EH
Line526	D	97.25	EH
Line529	A	103.33	EH
Line529	B	NA	EH
Line529	C	88.6	EH
Line529	D	92.25	EH
Line530	A	141.6	EH
