line_code	Envs	Value	Traits
Line385	A	12.8	ELW
Line385	B	13.34	ELW
Line385	C	10.14	ELW
Line385	D	11	ELW
Line386	A	10.7	ELW
Line386	B	11.52	ELW
Line386	C	10.36	ELW
Line386	D	10.5	ELW
Line389	A	12	ELW
Line389	B	13.18	ELW
Line389	C	10.7	ELW
Line389	D	10.98	ELW
Line393	A	11.2	ELW
Line393	B	10.53	ELW
Line393	C	10.06	ELW
Line393	D	10.26	ELW
Line408	A	10.6	ELW
Line408	B	11.4	ELW
Line408	C	9.28	ELW
Line408	D	9.7	ELW
Line414	A	11.5	ELW
Line414	B	12.16	ELW
Line414	C	10.5	ELW
Line414	D	10.04	ELW
Line416	A	11.2	ELW
Line416	B	11.36	ELW
Line416	C	11.5	ELW
Line416	D	10.84	ELW
Line417	A	10.7	ELW
Line417	B	10.42	ELW
Line417	C	9.9	ELW
Line417	D	9.92	ELW
Line425	A	11.6	ELW
Line425	B	11.82	ELW
Line425	C	12.7	ELW
Line425	D	11.68	ELW
Line426	A	12	ELW
Line426	B	12.2	ELW
Line426	C	11.36	ELW
Line426	D	11.4	ELW
Line429	A	10.5	ELW
Line429	B	10.26	ELW
Line429	C	9.95	ELW
Line429	D	9.58	ELW
Line431	A	11	ELW
Line431	B	9.9	ELW
Line431	C	8.78	ELW
Line431	D	8.06	ELW
Line436	A	9.44	ELW
Line436	B	11.26	ELW
Line436	C	11.72	ELW
Line436	D	10.92	ELW
Line441	A	11.08	ELW
Line441	B	11.16	ELW
Line441	C	10.55	ELW
Line441	D	9.14	ELW
Line444	A	10.6	ELW
Line444	B	11.1	ELW
Line444	C	10.78	ELW
Line444	D	10.58	ELW
Line446	A	10.9	ELW
Line446	B	10.6	ELW
Line446	C	10.26	ELW
Line446	D	10.07	ELW
Line447	A	10	ELW
Line447	B	10.14	ELW
Line447	C	9.2	ELW
Line447	D	6.53	ELW
Line453	A	11.82	ELW
Line453	B	12.16	ELW
Line453	C	11.46	ELW
Line453	D	11	ELW
Line461	A	11.7	ELW
Line461	B	12.24	ELW
Line461	C	9.42	ELW
Line461	D	11	ELW
Line463	A	12.2	ELW
Line463	B	11.94	ELW
Line463	C	10.82	ELW
Line463	D	10.04	ELW
Line464	A	11.4	ELW
Line464	B	10.98	ELW
Line464	C	9.8	ELW
Line464	D	9.5	ELW
Line466	A	10	ELW
Line466	B	10.47	ELW
Line466	C	9.46	ELW
Line466	D	8.74	ELW
Line467	A	12	ELW
Line467	B	10.52	ELW
Line467	C	11.58	ELW
Line467	D	10.84	ELW
Line468	A	13.2	ELW
Line468	B	13.98	ELW
Line468	C	12.08	ELW
Line468	D	11	ELW
Line472	A	10.8	ELW
Line472	B	12.6	ELW
Line472	C	9.98	ELW
Line472	D	9.1	ELW
Line473	A	11.7	ELW
Line473	B	13.28	ELW
Line473	C	11.48	ELW
Line473	D	11.6	ELW
Line475	A	11.6	ELW
Line475	B	12.24	ELW
Line475	C	11.9	ELW
Line475	D	11.36	ELW
Line477	A	10.6	ELW
Line477	B	10.92	ELW
Line477	C	10.3	ELW
Line477	D	10.05	ELW
Line478	A	10.5	ELW
Line478	B	9.3	ELW
Line478	C	8.4	ELW
Line478	D	8.94	ELW
Line479	A	11.2	ELW
Line479	B	10.96	ELW
Line479	C	10.28	ELW
Line479	D	10.2	ELW
Line480	A	9.8	ELW
Line480	B	9.78	ELW
Line480	C	9.28	ELW
Line480	D	9.5	ELW
Line482	A	10.6	ELW
Line482	B	10.52	ELW
Line482	C	9.3	ELW
Line482	D	10.06	ELW
Line483	A	10.4	ELW
Line483	B	10.88	ELW
Line483	C	10.38	ELW
Line483	D	10.3	ELW
Line484	A	10.6	ELW
Line484	B	10.46	ELW
Line484	C	9.36	ELW
Line484	D	9.28	ELW
Line487	A	9.9	ELW
Line487	B	10.14	ELW
Line487	C	9.94	ELW
Line487	D	8.6	ELW
Line492	A	10.8	ELW
Line492	B	11.02	ELW
Line492	C	10.2	ELW
Line492	D	10.28	ELW
Line497	A	11	ELW
Line497	B	12.76	ELW
Line497	C	11.22	ELW
Line497	D	11.1	ELW
Line505	A	9.5	ELW
Line505	B	10.9	ELW
Line505	C	10.78	ELW
Line505	D	11.6	ELW
Line509	A	9.5	ELW
Line509	B	11.28	ELW
Line509	C	10.58	ELW
Line509	D	10.24	ELW
Line514	A	11	ELW
Line514	B	12.22	ELW
Line514	C	11.18	ELW
Line514	D	11.2	ELW
Line515	A	12.4	ELW
Line515	B	12.05	ELW
Line515	C	10.63	ELW
Line515	D	11	ELW
Line517	A	11.5	ELW
Line517	B	12.66	ELW
Line517	C	10	ELW
Line517	D	11.54	ELW
Line521	A	11.1	ELW
Line521	B	10.64	ELW
Line521	C	9.58	ELW
Line521	D	9.13	ELW
Line522	A	10	ELW
Line522	B	11.68	ELW
Line522	C	10.22	ELW
Line522	D	10	ELW
Line526	A	12.6	ELW
Line526	B	11.92	ELW
Line526	C	10.84	ELW
Line526	D	10.54	ELW
Line529	A	10.84	ELW
Line529	B	11.5	ELW
Line529	C	9.98	ELW
Line529	D	9.98	ELW
Line530	A	11	ELW
Line530	B	11.24	ELW
Line530	C	10.92	ELW
Line530	D	9.95	ELW
Line537	A	10.1	ELW
Line537	B	9.46	ELW
Line537	C	10.26	ELW
Line537	D	11	ELW
Line538	A	10.56	ELW
Line538	B	10.32	ELW
Line538	C	10.04	ELW
Line538	D	10	ELW
Line539	A	10.46	ELW
Line539	B	11.24	ELW
Line539	C	10.68	ELW
Line539	D	11.22	ELW
Line540	A	9.8	ELW
Line540	B	10.06	ELW
Line540	C	8.66	ELW
Line540	D	9.76	ELW
Line544	A	10.5	ELW
Line544	B	10.82	ELW
Line544	C	9.9	ELW
Line544	D	10.18	ELW
Line545	A	11	ELW
Line545	B	10.34	ELW
Line545	C	9.38	ELW
Line545	D	10.14	ELW
Line546	A	10.54	ELW
Line546	B	10.95	ELW
Line546	C	9.42	ELW
Line546	D	9.46	ELW
Line550	A	12	ELW
Line550	B	13.46	ELW
Line550	C	10.72	ELW
Line550	D	11.94	ELW
Line554	A	13.8	ELW
Line554	B	13.88	ELW
Line554	C	11.3	ELW
Line554	D	12.8	ELW
Line555	A	10.4	ELW
Line555	B	10.44	ELW
Line555	C	9.74	ELW
Line555	D	8.96	ELW
Line556	A	12.7	ELW
Line556	B	12	ELW
Line556	C	10.43	ELW
Line556	D	8.72	ELW
Line558	A	NA	ELW
Line558	B	NA	ELW
Line558	C	NA	ELW
Line558	D	NA	ELW
Line559	A	11.9	ELW
Line559	B	12.57	ELW
Line559	C	10.6	ELW
Line559	D	11.5	ELW
Line563	A	11.06	ELW
Line563	B	11.8	ELW
Line563	C	11.4	ELW
Line563	D	11.32	ELW
Line565	A	11.84	ELW
Line565	B	11.38	ELW
Line565	C	11.43	ELW
Line565	D	12	ELW
Line566	A	11.1	ELW
Line566	B	12.36	ELW
Line566	C	9.93	ELW
Line566	D	10.53	ELW
Line569	A	10	ELW
Line569	B	11.3	ELW
Line569	C	10.46	ELW
Line569	D	9.8	ELW
Line4	A	16	ERN
Line4	B	16	ERN
Line4	C	14	ERN
Line4	D	14	ERN
Line18	A	17.2	ERN
Line18	B	18	ERN
Line18	C	17.6	ERN
Line18	D	15.5	ERN
Line19	A	17.2	ERN
Line19	B	18.4	ERN
Line19	C	18.8	ERN
Line19	D	18	ERN
Line25	A	14.8	ERN
Line25	B	14	ERN
Line25	C	13.2	ERN
Line25	D	12	ERN
Line28	A	14.8	ERN
Line28	B	13.2	ERN
Line28	C	14	ERN
Line28	D	12.8	ERN
Line33	A	15.6	ERN
Line33	B	16	ERN
Line33	C	16	ERN
Line33	D	15.6	ERN
Line34	A	15.2	ERN
Line34	B	16	ERN
Line34	C	14	ERN
Line34	D	16	ERN
Line38	A	15.5	ERN
Line38	B	18	ERN
Line38	C	15.6	ERN
Line38	D	16.4	ERN
Line42	A	13.6	ERN
Line42	B	14.8	ERN
Line42	C	15.2	ERN
Line42	D	15.2	ERN
Line43	A	18	ERN
Line43	B	18	ERN
Line43	C	18	ERN
Line43	D	17.2	ERN
Line45	A	18	ERN
Line45	B	20	ERN
Line45	C	18	ERN
Line45	D	16	ERN
Line53	A	20	ERN
Line53	B	21.2	ERN
Line53	C	16	ERN
Line53	D	18	ERN
Line54	A	14	ERN
Line54	B	14	ERN
Line54	C	12.8	ERN
Line54	D	12	ERN
Line56	A	16	ERN
Line56	B	17.6	ERN
Line56	C	16	ERN
Line56	D	16.5	ERN
Line57	A	17.2	ERN
Line57	B	18	ERN
Line57	C	16.8	ERN
Line57	D	17	ERN
Line60	A	16.8	ERN
Line60	B	16	ERN
Line60	C	16	ERN
Line60	D	16	ERN
Line61	A	19.2	ERN
Line61	B	17.33	ERN
Line61	C	18	ERN
Line61	D	18.4	ERN
Line63	A	18.4	ERN
Line63	B	18	ERN
Line63	C	17.2	ERN
Line63	D	16.8	ERN
Line67	A	14.8	ERN
Line67	B	15.2	ERN
Line67	C	16	ERN
Line67	D	15.2	ERN
Line68	A	17.6	ERN
Line68	B	19.5	ERN
Line68	C	18	ERN
Line68	D	18	ERN
Line76	A	16	ERN
Line76	B	15.2	ERN
Line76	C	16	ERN
Line76	D	14.8	ERN
Line77	A	14.8	ERN
Line77	B	15.6	ERN
Line77	C	14	ERN
Line77	D	16	ERN
Line79	A	NA	ERN
Line79	B	NA	ERN
Line79	C	NA	ERN
Line79	D	NA	ERN
Line80	A	16	ERN
Line80	B	16	ERN
Line80	C	16.8	ERN
Line80	D	16	ERN
Line81	A	15.6	ERN
Line81	B	14.8	ERN
Line81	C	15.6	ERN
Line81	D	16	ERN
Line82	A	16.8	ERN
Line82	B	16.8	ERN
Line82	C	16.4	ERN
Line82	D	16.6	ERN
Line83	A	16.4	ERN
Line83	B	16	ERN
Line83	C	16	ERN
Line83	D	14	ERN
Line84	A	16	ERN
Line84	B	17	ERN
Line84	C	17.2	ERN
Line84	D	17.2	ERN
Line85	A	16	ERN
Line85	B	16.4	ERN
Line85	C	16	ERN
Line85	D	15.5	ERN
Line88	A	16	ERN
Line88	B	16.8	ERN
Line88	C	16	ERN
Line88	D	18.4	ERN
Line89	A	16	ERN
Line89	B	15.2	ERN
Line89	C	16.5	ERN
Line89	D	14	ERN
Line102	A	16.8	ERN
Line102	B	18	ERN
Line102	C	17.2	ERN
Line102	D	16.8	ERN
Line103	A	14	ERN
Line103	B	14.5	ERN
Line103	C	12.8	ERN
Line103	D	13.2	ERN
Line106	A	15.6	ERN
Line106	B	14.8	ERN
Line106	C	16	ERN
Line106	D	14	ERN
Line108	A	14	ERN
Line108	B	NA	ERN
Line108	C	14	ERN
Line108	D	15.2	ERN
Line109	A	15.2	ERN
Line109	B	16	ERN
Line109	C	14.8	ERN
Line109	D	16	ERN
Line110	A	14.8	ERN
Line110	B	15.6	ERN
Line110	C	15	ERN
Line110	D	15.2	ERN
Line111	A	14	ERN
Line111	B	13.5	ERN
Line111	C	14	ERN
Line111	D	13	ERN
Line112	A	14.4	ERN
Line112	B	14.67	ERN
Line112	C	15.6	ERN
Line112	D	13.2	ERN
Line113	A	13.6	ERN
Line113	B	12.8	ERN
Line113	C	12	ERN
Line113	D	14	ERN
Line114	A	14	ERN
Line114	B	14.4	ERN
Line114	C	14	ERN
Line114	D	14.4	ERN
Line118	A	17.2	ERN
Line118	B	16	ERN
Line118	C	17.2	ERN
Line118	D	16	ERN
Line122	A	17.2	ERN
Line122	B	16.8	ERN
Line122	C	14.8	ERN
Line122	D	18	ERN
Line123	A	16	ERN
Line123	B	17	ERN
Line123	C	16.8	ERN
Line123	D	16	ERN
Line124	A	16	ERN
Line124	B	15.2	ERN
Line124	C	14	ERN
Line124	D	16	ERN
Line129	A	18.4	ERN
Line129	B	20	ERN
Line129	C	18	ERN
Line129	D	16.8	ERN
Line131	A	18	ERN
Line131	B	18	ERN
Line131	C	18	ERN
Line131	D	16	ERN
Line134	A	14	ERN
Line134	B	16	ERN
Line134	C	13.2	ERN
Line134	D	15.2	ERN
Line135	A	14	ERN
Line135	B	12.8	ERN
Line135	C	14	ERN
Line135	D	14	ERN
Line137	A	14	ERN
Line137	B	14	ERN
Line137	C	16	ERN
Line137	D	14	ERN
Line138	A	12.8	ERN
Line138	B	14	ERN
Line138	C	12	ERN
Line138	D	11.6	ERN
Line142	A	14	ERN
Line142	B	14	ERN
Line142	C	12	ERN
Line142	D	13.2	ERN
Line144	A	17.2	ERN
Line144	B	14.67	ERN
Line144	C	16	ERN
Line144	D	16	ERN
Line147	A	20	ERN
Line147	B	19.33	ERN
Line147	C	18.4	ERN
Line147	D	18	ERN
Line151	A	18.4	ERN
Line151	B	18.4	ERN
Line151	C	18.8	ERN
Line151	D	18	ERN
Line152	A	18.8	ERN
Line152	B	20	ERN
Line152	C	16.8	ERN
Line152	D	18	ERN
Line156	A	18	ERN
Line156	B	16	ERN
Line156	C	16.8	ERN
Line156	D	18	ERN
Line166	A	16.8	ERN
Line166	B	17.2	ERN
Line166	C	14.8	ERN
Line166	D	17.6	ERN
Line167	A	15.2	ERN
Line167	B	16	ERN
Line167	C	15.6	ERN
Line167	D	14.5	ERN
Line170	A	16	ERN
Line170	B	16.8	ERN
Line170	C	16	ERN
Line170	D	17.6	ERN
Line171	A	16.8	ERN
Line171	B	16.8	ERN
Line171	C	16.8	ERN
Line171	D	16	ERN
Line176	A	15.6	ERN
Line176	B	15.2	ERN
Line176	C	14.4	ERN
Line176	D	14	ERN
Line179	A	16.8	ERN
Line179	B	15.6	ERN
Line179	C	16.5	ERN
Line179	D	15.5	ERN
Line186	A	14	ERN
Line186	B	14.4	ERN
Line186	C	14	ERN
Line186	D	14.8	ERN
Line191	A	13.2	ERN
Line191	B	13.2	ERN
Line191	C	12.8	ERN
Line191	D	12.5	ERN
Line194	A	16	ERN
Line194	B	16	ERN
Line194	C	16.4	ERN
Line194	D	16.4	ERN
Line195	A	17.2	ERN
Line195	B	17.2	ERN
Line195	C	16.4	ERN
Line195	D	16.8	ERN
Line203	A	14	ERN
Line203	B	14.8	ERN
Line203	C	13.6	ERN
Line203	D	12	ERN
Line204	A	13.6	ERN
Line204	B	14	ERN
Line204	C	14.4	ERN
Line204	D	12.8	ERN
Line205	A	12.8	ERN
Line205	B	14.8	ERN
Line205	C	12.8	ERN
Line205	D	15.6	ERN
Line206	A	16.8	ERN
Line206	B	14.8	ERN
Line206	C	16	ERN
Line206	D	16	ERN
Line208	A	16.8	ERN
Line208	B	14	ERN
Line208	C	16.5	ERN
Line208	D	14.5	ERN
Line209	A	17.2	ERN
Line209	B	16.8	ERN
Line209	C	16.8	ERN
Line209	D	16.5	ERN
Line211	A	16.4	ERN
Line211	B	16.4	ERN
Line211	C	17.6	ERN
Line211	D	16	ERN
Line212	A	18	ERN
Line212	B	17.2	ERN
Line212	C	16	ERN
Line212	D	16	ERN
Line222	A	14.4	ERN
Line222	B	16.8	ERN
Line222	C	15.2	ERN
Line222	D	14	ERN
Line223	A	16.8	ERN
Line223	B	16	ERN
Line223	C	16	ERN
Line223	D	16	ERN
Line231	A	20.4	ERN
Line231	B	18	ERN
Line231	C	18	ERN
Line231	D	20.67	ERN
Line232	A	15.6	ERN
Line232	B	16.67	ERN
Line232	C	16	ERN
Line232	D	15.2	ERN
Line233	A	18.4	ERN
Line233	B	20	ERN
Line233	C	17.6	ERN
Line233	D	20.67	ERN
Line238	A	16	ERN
Line238	B	18	ERN
Line238	C	16.8	ERN
Line238	D	15.2	ERN
Line241	A	14	ERN
Line241	B	14.4	ERN
Line241	C	14	ERN
Line241	D	14.5	ERN
Line245	A	14	ERN
Line245	B	14	ERN
Line245	C	14	ERN
Line245	D	12.8	ERN
Line250	A	16.4	ERN
Line250	B	16.8	ERN
Line250	C	16	ERN
Line250	D	14.5	ERN
Line254	A	19.2	ERN
Line254	B	19.5	ERN
Line254	C	22	ERN
Line254	D	18.8	ERN
Line256	A	18	ERN
Line256	B	18	ERN
Line256	C	17.2	ERN
Line256	D	18.8	ERN
Line257	A	15.6	ERN
Line257	B	16.8	ERN
Line257	C	16	ERN
Line257	D	15.5	ERN
Line259	A	15.2	ERN
Line259	B	16	ERN
Line259	C	14.8	ERN
Line259	D	14.8	ERN
Line265	A	15.6	ERN
Line265	B	14.8	ERN
Line265	C	15	ERN
Line265	D	14	ERN
Line267	A	14.5	ERN
Line267	B	16	ERN
Line267	C	15.6	ERN
Line267	D	16	ERN
Line268	A	16	ERN
Line268	B	18	ERN
Line268	C	15	ERN
Line268	D	15	ERN
Line271	A	15.2	ERN
Line271	B	16.8	ERN
Line271	C	16	ERN
Line271	D	12	ERN
Line272	A	15.2	ERN
Line272	B	14.8	ERN
Line272	C	14	ERN
Line272	D	13.6	ERN
Line273	A	14	ERN
Line273	B	15.33	ERN
Line273	C	12.8	ERN
Line273	D	14.8	ERN
Line275	A	14.8	ERN
Line275	B	13.2	ERN
Line275	C	12.8	ERN
Line275	D	13.5	ERN
Line277	A	15.2	ERN
Line277	B	15.2	ERN
Line277	C	14	ERN
Line277	D	13.2	ERN
Line278	A	17.2	ERN
Line278	B	17.2	ERN
Line278	C	16.8	ERN
Line278	D	15.2	ERN
Line280	A	18	ERN
Line280	B	16.5	ERN
Line280	C	19.2	ERN
Line280	D	18	ERN
Line281	A	18.4	ERN
Line281	B	19.33	ERN
Line281	C	18.4	ERN
Line281	D	18	ERN
Line284	A	14.8	ERN
Line284	B	17	ERN
Line284	C	14	ERN
Line284	D	15.2	ERN
Line287	A	14.8	ERN
Line287	B	14.4	ERN
Line287	C	16	ERN
Line287	D	16	ERN
Line291	A	16	ERN
Line291	B	14.8	ERN
Line291	C	15.6	ERN
Line291	D	15.6	ERN
Line294	A	14	ERN
Line294	B	15.5	ERN
Line294	C	14	ERN
Line294	D	13.2	ERN
Line298	A	16	ERN
Line298	B	15.6	ERN
Line298	C	16.4	ERN
Line298	D	16	ERN
Line300	A	18	ERN
Line300	B	15.2	ERN
Line300	C	15	ERN
Line300	D	15.6	ERN
Line302	A	18.8	ERN
Line302	B	18	ERN
Line302	C	16	ERN
Line302	D	16	ERN
Line303	A	14.8	ERN
Line303	B	17	ERN
Line303	C	16	ERN
Line303	D	16	ERN
Line304	A	16	ERN
Line304	B	16	ERN
Line304	C	16.8	ERN
Line304	D	17.2	ERN
Line306	A	17.2	ERN
Line306	B	16	ERN
Line306	C	16	ERN
Line306	D	16.8	ERN
Line312	A	16	ERN
Line312	B	14	ERN
Line312	C	14.4	ERN
Line312	D	15.2	ERN
Line314	A	NA	ERN
Line314	B	NA	ERN
Line314	C	NA	ERN
Line314	D	NA	ERN
Line316	A	14.8	ERN
Line316	B	14.5	ERN
Line316	C	13.2	ERN
Line316	D	12	ERN
Line317	A	16.4	ERN
Line317	B	15.2	ERN
Line317	C	15.2	ERN
Line317	D	16	ERN
Line321	A	14.8	ERN
Line321	B	15.2	ERN
Line321	C	14.8	ERN
Line321	D	14.8	ERN
Line324	A	14.8	ERN
Line324	B	14.8	ERN
Line324	C	16	ERN
Line324	D	14.4	ERN
Line325	A	18	ERN
Line325	B	19.2	ERN
Line325	C	17.2	ERN
Line325	D	16.8	ERN
Line327	A	18	ERN
Line327	B	17	ERN
Line327	C	16	ERN
Line327	D	16	ERN
Line330	A	14.8	ERN
Line330	B	14.8	ERN
Line330	C	14	ERN
Line330	D	14.8	ERN
Line337	A	20	ERN
Line337	B	20	ERN
Line337	C	19.2	ERN
Line337	D	20.4	ERN
Line338	A	18	ERN
Line338	B	18.8	ERN
Line338	C	18.8	ERN
Line338	D	18	ERN
Line339	A	18.4	ERN
Line339	B	18	ERN
Line339	C	18	ERN
Line339	D	16.8	ERN
Line341	A	16	ERN
Line341	B	16.8	ERN
Line341	C	16	ERN
Line341	D	14.8	ERN
Line342	A	16	ERN
Line342	B	16	ERN
Line342	C	16	ERN
Line342	D	15.2	ERN
Line343	A	16	ERN
Line343	B	15.2	ERN
Line343	C	13.6	ERN
Line343	D	12	ERN
Line348	A	20.4	ERN
Line348	B	22	ERN
Line348	C	18.8	ERN
Line348	D	20	ERN
Line349	A	20	ERN
Line349	B	18	ERN
Line349	C	18.8	ERN
Line349	D	20	ERN
Line350	A	18	ERN
Line350	B	18	ERN
Line350	C	18	ERN
Line350	D	16.8	ERN
Line352	A	16	ERN
Line352	B	15.6	ERN
Line352	C	15.2	ERN
Line352	D	16	ERN
Line358	A	19.2	ERN
Line358	B	18.4	ERN
Line358	C	18.8	ERN
Line358	D	17.33	ERN
Line361	A	16	ERN
Line361	B	16	ERN
Line361	C	16	ERN
Line361	D	13.33	ERN
Line366	A	16	ERN
Line366	B	17.2	ERN
Line366	C	16	ERN
Line366	D	16	ERN
Line368	A	16.8	ERN
Line368	B	18	ERN
Line368	C	15.6	ERN
Line368	D	18	ERN
Line369	A	21.2	ERN
Line369	B	20	ERN
Line369	C	18	ERN
Line369	D	18.5	ERN
Line380	A	20	ERN
Line380	B	20	ERN
Line380	C	18	ERN
Line380	D	15.2	ERN
Line382	A	15.2	ERN
Line382	B	14	ERN
Line382	C	13.2	ERN
Line382	D	12.8	ERN
Line384	A	14.8	ERN
Line384	B	14	ERN
Line384	C	13.2	ERN
Line384	D	14.8	ERN
Line385	A	18.4	ERN
Line385	B	18	ERN
Line385	C	17.6	ERN
Line385	D	18.8	ERN
Line386	A	16	ERN
Line386	B	18	ERN
Line386	C	15.2	ERN
Line386	D	17.2	ERN
Line389	A	14.8	ERN
Line389	B	14	ERN
Line389	C	14	ERN
Line389	D	14	ERN
Line393	A	17.6	ERN
Line393	B	18	ERN
Line393	C	18	ERN
Line393	D	18.8	ERN
Line408	A	15.6	ERN
Line408	B	17.2	ERN
Line408	C	16	ERN
Line408	D	15.2	ERN
Line414	A	17.2	ERN
Line414	B	18	ERN
Line414	C	17.5	ERN
Line414	D	14.8	ERN
Line416	A	16	ERN
Line416	B	15.5	ERN
Line416	C	15.6	ERN
Line416	D	16	ERN
Line417	A	15.2	ERN
Line417	B	14	ERN
Line417	C	14	ERN
Line417	D	14	ERN
Line425	A	16	ERN
Line425	B	16.8	ERN
Line425	C	18.8	ERN
Line425	D	18	ERN
Line426	A	18	ERN
Line426	B	17.5	ERN
Line426	C	16	ERN
Line426	D	18	ERN
Line429	A	16.4	ERN
Line429	B	16.4	ERN
Line429	C	15.2	ERN
Line429	D	17	ERN
Line431	A	17.2	ERN
Line431	B	16	ERN
Line431	C	15.2	ERN
Line431	D	14	ERN
Line436	A	16.8	ERN
Line436	B	17.2	ERN
Line436	C	17.2	ERN
Line436	D	16.8	ERN
Line441	A	16	ERN
Line441	B	15.6	ERN
Line441	C	15.6	ERN
Line441	D	15.5	ERN
Line444	A	16.8	ERN
Line444	B	18	ERN
Line444	C	16	ERN
Line444	D	16	ERN
Line446	A	18.4	ERN
Line446	B	19	ERN
Line446	C	18.8	ERN
Line446	D	18.5	ERN
Line447	A	18.8	ERN
Line447	B	17.5	ERN
Line447	C	15.2	ERN
Line447	D	14	ERN
Line453	A	15.2	ERN
Line453	B	14.5	ERN
Line453	C	14	ERN
Line453	D	15.2	ERN
Line461	A	18	ERN
Line461	B	18	ERN
Line461	C	16	ERN
Line461	D	18	ERN
Line463	A	14	ERN
Line463	B	16	ERN
Line463	C	15.6	ERN
Line463	D	13.6	ERN
Line464	A	15.6	ERN
Line464	B	19	ERN
Line464	C	18	ERN
Line464	D	17.6	ERN
Line466	A	17.2	ERN
Line466	B	16.8	ERN
Line466	C	17.6	ERN
Line466	D	14	ERN
Line467	A	16	ERN
Line467	B	15.6	ERN
Line467	C	16	ERN
Line467	D	15.2	ERN
Line468	A	17.2	ERN
Line468	B	16.8	ERN
Line468	C	17.2	ERN
Line468	D	14.8	ERN
Line472	A	14	ERN
Line472	B	14	ERN
Line472	C	14	ERN
Line472	D	14	ERN
Line473	A	13.6	ERN
Line473	B	14.8	ERN
Line473	C	15.6	ERN
Line473	D	15	ERN
Line475	A	16	ERN
Line475	B	14.4	ERN
Line475	C	14	ERN
Line475	D	16	ERN
Line477	A	18	ERN
Line477	B	18.8	ERN
Line477	C	19.2	ERN
Line477	D	16.5	ERN
Line478	A	18	ERN
Line478	B	18	ERN
Line478	C	18	ERN
Line478	D	18.5	ERN
Line479	A	16	ERN
Line479	B	14.8	ERN
Line479	C	16	ERN
Line479	D	14	ERN
Line480	A	16.8	ERN
Line480	B	18	ERN
Line480	C	16.5	ERN
Line480	D	16	ERN
Line482	A	16	ERN
Line482	B	16	ERN
Line482	C	16	ERN
Line482	D	16.8	ERN
Line483	A	18	ERN
Line483	B	18.8	ERN
Line483	C	18.4	ERN
Line483	D	16.5	ERN
Line484	A	16	ERN
Line484	B	15	ERN
Line484	C	16	ERN
Line484	D	15.2	ERN
Line487	A	14.4	ERN
Line487	B	14.8	ERN
Line487	C	15.2	ERN
Line487	D	13.33	ERN
Line492	A	14	ERN
Line492	B	12.8	ERN
Line492	C	13.2	ERN
Line492	D	13	ERN
Line497	A	20	ERN
Line497	B	20	ERN
Line497	C	17	ERN
Line497	D	18.4	ERN
Line505	A	14.8	ERN
Line505	B	14.8	ERN
Line505	C	14.8	ERN
Line505	D	15	ERN
Line509	A	14	ERN
Line509	B	14.8	ERN
Line509	C	14	ERN
Line509	D	14.4	ERN
Line514	A	19.6	ERN
Line514	B	20	ERN
Line514	C	20	ERN
Line514	D	21.2	ERN
Line515	A	19.6	ERN
Line515	B	20.8	ERN
Line515	C	20.4	ERN
Line515	D	19	ERN
Line517	A	16	ERN
Line517	B	18	ERN
Line517	C	16.8	ERN
Line517	D	17.2	ERN
Line521	A	14.8	ERN
Line521	B	16	ERN
Line521	C	15	ERN
Line521	D	14	ERN
Line522	A	13.6	ERN
Line522	B	14.8	ERN
Line522	C	14	ERN
Line522	D	14	ERN
Line526	A	16	ERN
Line526	B	16	ERN
Line526	C	15.6	ERN
Line526	D	14	ERN
Line529	A	16	ERN
Line529	B	17.2	ERN
Line529	C	16	ERN
Line529	D	15.2	ERN
Line530	A	16.8	ERN
Line530	B	17	ERN
Line530	C	16.4	ERN
Line530	D	16.5	ERN
Line537	A	14	ERN
Line537	B	15.33	ERN
Line537	C	15.2	ERN
Line537	D	16	ERN
Line538	A	16	ERN
Line538	B	16	ERN
Line538	C	15.2	ERN
Line538	D	14.5	ERN
Line539	A	14	ERN
Line539	B	13	ERN
Line539	C	13.2	ERN
Line539	D	15.2	ERN
Line540	A	16	ERN
Line540	B	16	ERN
Line540	C	15.6	ERN
Line540	D	14.67	ERN
Line544	A	17.2	ERN
Line544	B	17.6	ERN
Line544	C	15.2	ERN
Line544	D	17.2	ERN
Line545	A	18.4	ERN
Line545	B	19.2	ERN
Line545	C	17.6	ERN
Line545	D	16.67	ERN
Line546	A	16	ERN
Line546	B	16.4	ERN
Line546	C	15.2	ERN
Line546	D	16.4	ERN
Line550	A	13.6	ERN
Line550	B	14	ERN
Line550	C	12	ERN
Line550	D	14	ERN
Line554	A	15.2	ERN
Line554	B	16	ERN
Line554	C	18	ERN
Line554	D	15.2	ERN
Line555	A	14.8	ERN
Line555	B	14.4	ERN
Line555	C	14	ERN
Line555	D	14	ERN
Line556	A	16	ERN
Line556	B	14.4	ERN
Line556	C	14	ERN
Line556	D	13.5	ERN
Line558	A	NA	ERN
Line558	B	NA	ERN
Line558	C	NA	ERN
Line558	D	NA	ERN
Line559	A	14	ERN
Line559	B	15.2	ERN
Line559	C	15.6	ERN
Line559	D	15	ERN
Line563	A	16	ERN
Line563	B	15.5	ERN
Line563	C	16	ERN
Line563	D	15	ERN
Line565	A	14.8	ERN
Line565	B	16	ERN
Line565	C	16	ERN
Line565	D	14.5	ERN
Line566	A	17.2	ERN
Line566	B	17.2	ERN
Line566	C	17.2	ERN
Line566	D	16	ERN
Line569	A	17.6	ERN
Line569	B	16	ERN
